"id","property class","acreage", "value", "orig val data"
406.-1-27.11 ,null,1.58,"85,500","FULL MARKET VALUE 85,500\r"
406.-1-27.12 ,314 Rural vac<10,1.00,"20,000","FULL MARKET VALUE 20,000\r"
406.-1-27.13 ,210 1 Family Res,1.00,"97,470","FULL MARKET VALUE 97,470\r"
406.-1-27.2 ,314 Rural vac<10,1.20,"15,000","FULL MARKET VALUE 15,000\r"
406.-1-28 ,210 1 Family Res,0.86,"170,000","FULL MARKET VALUE 170,000\r"
406.-1-29 ,210 1 Family Res,1.00,"150,000","FULL MARKET VALUE 150,000\r"
406.-1-30 ,260 Seasonal res,1.40,"190,000","FULL MARKET VALUE 190,000\r"
406.-1-31.1 ,null,112.50,"110,000","FULL MARKET VALUE 110,000\r"
406.-1-32 ,260 Seasonal res - WTRFNT,59.30,"205,000","FULL MARKET VALUE 205,000\r"
406.-1-33 ,210 1 Family Res - WTRFNT,7.00,"500,000","FULL MARKET VALUE 500,000\r"
406.-1-34 ,210 1 Family Res - WTRFNT,9.50,"140,000","FULL MARKET VALUE 140,000\r"
406.-1-35 ,210 1 Family Res - WTRFNT,6.60,"190,000","FULL MARKET VALUE 190,000\r"
406.-1-36.11 ,210 1 Family Res - WTRFNT,1.82,"285,000","FULL MARKET VALUE 285,000\r"
406.-1-36.12 ,210 1 Family Res - WTRFNT,1.73,"225,000","FULL MARKET VALUE 225,000\r"
406.-1-36.13 ,314 Rural vac<10,2.64,"25,000","FULL MARKET VALUE 25,000\r"
406.-1-37 ,323 Vacant rural,2.75,"8,000","FULL MARKET VALUE 8,000\r"
406.-1-38.1 ,210 1 Family Res - WTRFNT,5.20,"225,000","FULL MARKET VALUE 225,000\r"
406.-1-38.2 ,null,null,"1000,000","FULL MARKET VALUE 1000,000\r"
406.-1-39 ,323 Vacant rural,2.50,"2,000","FULL MARKET VALUE 2,000\r"
406.-1-40 ,null,88.00,"180,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 180,000\r"
406.-1-41.1 ,null,42.86,"70,000","FULL MARKET VALUE 70,000\r"
406.-1-41.2 ,null,6.37,"25,000","FULL MARKET VALUE 25,000\r"
406.-1-41.3 ,210 1 Family Res,6.37,"95,000","FULL MARKET VALUE 95,000\r"
406.-1-41.4 ,null,8.00,"25,000","FULL MARKET VALUE 25,000\r"
406.-1-42 ,323 Vacant rural,0.50,"5,000","FULL MARKET VALUE 5,000\r"
406.-1-43 ,null,7.60,"15,000","FULL MARKET VALUE 15,000\r"
406.-1-44.11 ,210 1 Family Res - WTRFNT,11.09,"155,000","FULL MARKET VALUE 155,000\r"
406.-1-44.12 ,null,0.44,"94,870","FULL MARKET VALUE 94,870\r"
406.-1-44.2 ,null,24.50,"40,000","FULL MARKET VALUE 40,000\r"
406.-1-45.1 ,null,28.70,"235,000","FULL MARKET VALUE 235,000\r"
406.-1-45.2 ,210 1 Family Res,1.30,"100,000","FULL MARKET VALUE 100,000\r"
406.-1-46 ,210 1 Family Res,7.90,"125,000","FULL MARKET VALUE 125,000\r"
406.-1-47 ,260 Seasonal res - WTRFNT,3.50,"20,000","FULL MARKET VALUE 20,000\r"
406.-1-49 ,314 Rural vac<10,0.25,"7,500","FULL MARKET VALUE 7,500\r"
406.-1-50 ,null,11.86,"235,000","FULL MARKET VALUE 235,000\r"
406.-1-51.1 ,210 1 Family Res - WTRFNT,38.60,"190,000","FULL MARKET VALUE 190,000\r"
406.-1-51.2 ,null,18.06,"420,000","FULL MARKET VALUE 420,000\r"
406.-1-52 ,323 Vacant rural,36.73,"40,000","FULL MARKET VALUE 40,000\r"
407.-1-1 ,260 Seasonal res - WTRFNT,4.80,"200,000","FULL MARKET VALUE 200,000\r"
407.-1-2.1 ,260 Seasonal res - WTRFNT,17.00,"130,000","FULL MARKET VALUE 130,000\r"
407.-1-6 ,314 Rural vac<10,2.40,"42,000","FULL MARKET VALUE 42,000\r"
407.-1-7 ,210 1 Family Res - WTRFNT,2.74,"220,000","FULL MARKET VALUE 220,000\r"
407.-1-8 ,null,6.90,"8,000","FULL MARKET VALUE 8,000\r"
407.-1-10 ,210 1 Family Res - WTRFNT,9.20,"250,000","FULL MARKET VALUE 250,000\r"
407.-1-13.2 ,null,1017.50,"1270,000","FULL MARKET VALUE 1270,000\r"
407.-1-14 ,null,115.00,"120,000","FULL MARKET VALUE 120,000\r"
407.-1-15.1 ,null,230.00,"300,000","FULL MARKET VALUE 300,000\r"
408.-1-1 ,null,13.30,"267,000","FULL MARKET VALUE 267,000\r"
408.-1-2.2 ,null,10.70,"231,000","FULL MARKET VALUE 231,000\r"
408.-1-4 ,null,28.25,"275,000","FULL MARKET VALUE 275,000\r"
408.-1-5 ,210 1 Family Res,15.60,"195,000","FULL MARKET VALUE 195,000\r"
408.-1-6 ,314 Rural vac<10,2.50,"5,000","FULL MARKET VALUE 5,000\r"
408.-1-7 ,null,29.60,"365,000","FULL MARKET VALUE 365,000 FD113 E.branch fd 36,500 TO\r"
408.-1-8 ,null,7.20,"210,000","FULL MARKET VALUE 210,000\r"
408.-1-9.111 ,314 Rural vac<10,3.70,"15,000","FULL MARKET VALUE 15,000\r"
408.-1-9.112 ,210 1 Family Res - WTRFNT,3.35,"270,000","FULL MARKET VALUE 270,000\r"
408.-1-9.113 ,314 Rural vac<10,1.05,"40,000","FULL MARKET VALUE 40,000\r"
408.-1-9.12 ,210 1 Family Res - WTRFNT,1.18,"215,000","FULL MARKET VALUE 215,000\r"
408.-1-9.13 ,210 1 Family Res - WTRFNT,1.05,"185,000","FULL MARKET VALUE 185,000\r"
408.-1-9.14 ,210 1 Family Res - WTRFNT,1.09,"425,000","FULL MARKET VALUE 425,000\r"
408.-1-9.2 ,260 Seasonal res - WTRFNT,1.08,"250,000","FULL MARKET VALUE 250,000\r"
408.-1-9.4 ,260 Seasonal res - WTRFNT,1.14,"320,000","FULL MARKET VALUE 320,000\r"
408.-1-9.5 ,210 1 Family Res,1.27,"63,250","FULL MARKET VALUE 63,250\r"
408.-1-9.6 ,210 1 Family Res - WTRFNT,1.10,"200,000","FULL MARKET VALUE 200,000\r"
408.-1-9.7 ,314 Rural vac<10,2.60,"40,000","FULL MARKET VALUE 40,000\r"
408.-1-9.81 ,314 Rural vac<10,1.13,"20,000","FULL MARKET VALUE 20,000\r"
408.-1-10 ,210 1 Family Res - WTRFNT,4.20,"112,000","FULL MARKET VALUE 112,000\r"
408.-1-11.1 ,null,19.99,"500,000","FULL MARKET VALUE 500,000\r"
408.-1-11.2 ,260 Seasonal res - WTRFNT,10.05,"210,000","FULL MARKET VALUE 210,000\r"
408.-1-11.3 ,314 Rural vac<10,2.90,"80,000","FULL MARKET VALUE 80,000\r"
408.-1-11.4 ,314 Rural vac<10,2.90,"80,000","FULL MARKET VALUE 80,000\r"
408.-1-11.5 ,314 Rural vac<10,2.28,"80,000","FULL MARKET VALUE 80,000\r"
408.-1-12.1 ,null,192.90,"200,000","FULL MARKET VALUE 200,000\r"
408.-1-12.2 ,null,91.92,"120,000","FULL MARKET VALUE 120,000\r"
408.-1-13 ,null,25.90,"150,000","FULL MARKET VALUE 150,000\r"
408.-1-14 ,null,91.70,"139,000","FULL MARKET VALUE 139,000\r"
408.-1-16 ,260 Seasonal res - WTRFNT,1.00,"90,000","FULL MARKET VALUE 90,000\r"
408.-1-17 ,210 1 Family Res,0.25,"100,000","FULL MARKET VALUE 100,000\r"
408.-1-18 ,260 Seasonal res - WTRFNT,0.25,"60,000","FULL MARKET VALUE 60,000\r"
408.-1-19.1 ,210 1 Family Res - WTRFNT,null,"160,000","FULL MARKET VALUE 160,000\r"
408.-1-19.2 ,260 Seasonal res - WTRFNT,null,"110,000","FULL MARKET VALUE 110,000\r"
408.-1-20 ,260 Seasonal res - WTRFNT,0.20,"245,000","FULL MARKET VALUE 245,000\r"
408.-1-22 ,260 Seasonal res - WTRFNT,0.20,"50,000","FULL MARKET VALUE 50,000\r"
408.-1-23 ,null,0.33,"60,000","FULL MARKET VALUE 60,000\r"
408.-1-24 ,null,0.20,"50,000","FULL MARKET VALUE 50,000\r"
408.-1-25 ,210 1 Family Res - WTRFNT,0.20,"81,500","FULL MARKET VALUE 81,500\r"
408.-1-26 ,260 Seasonal res - WTRFNT,0.25,"90,000","FULL MARKET VALUE 90,000\r"
408.-1-27 ,null,0.25,"68,000","FULL MARKET VALUE 68,000\r"
408.-1-28 ,260 Seasonal res - WTRFNT,0.25,"90,000","FULL MARKET VALUE 90,000\r"
408.-1-30 ,null,0.33,"60,000","FULL MARKET VALUE 60,000\r"
408.-1-31 ,null,null,"50,000","FULL MARKET VALUE 50,000\r"
408.-1-32 ,null,74.40,"95,000","FULL MARKET VALUE 95,000\r"
408.-5-1 ,260 Seasonal res,9.72,"74,000","FULL MARKET VALUE 74,000\r"
408.-5-2 ,260 Seasonal res,5.00,"70,000","FULL MARKET VALUE 70,000\r"
408.-5-3 ,260 Seasonal res,9.73,"120,000","FULL MARKET VALUE 120,000\r"
408.-5-4 ,260 Seasonal res,11.30,"78,000","FULL MARKET VALUE 78,000\r"
408.-5-5 ,260 Seasonal res,11.90,"74,000","FULL MARKET VALUE 74,000\r"
408.-5-6 ,null,10.30,"41,000","FULL MARKET VALUE 41,000\r"
408.-5-7 ,null,11.70,"25,300","FULL MARKET VALUE 25,300\r"
408.-5-8.1 ,null,16.50,"53,000","FULL MARKET VALUE 53,000\r"
408.-5-8.2 ,null,13.50,"47,000","FULL MARKET VALUE 47,000\r"
408.-5-8.3 ,null,13.50,"27,830","FULL MARKET VALUE 27,830\r"
408.-5-9 ,314 Rural vac<10,6.40,"18,980","FULL MARKET VALUE 18,980\r"
408.-5-10 ,260 Seasonal res,41.00,"162,000","FULL MARKET VALUE 162,000\r"
408.-5-11 ,null,12.80,"27,830","FULL MARKET VALUE 27,830\r"
416.-1-1 ,null,17.40,"20,000","FULL MARKET VALUE 20,000\r"
416.-1-2 ,null,705.30,"800,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 800,000\r"
416.-1-4 ,null,136.40,"120,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 120,000\r"
416.-1-5.1 ,260 Seasonal res,75.05,"200,000","FULL MARKET VALUE 200,000\r"
416.-1-5.2 ,null,50.70,"225,000","FULL MARKET VALUE 225,000 FD112 Hancock Rural FD 22,500 TO\r"
416.-1-5.311 ,null,42.21,"60,000","FULL MARKET VALUE 60,000\r"
416.-1-5.312 ,210 1 Family Res,1.00,"170,000","FULL MARKET VALUE 170,000\r"
416.-1-5.32 ,210 1 Family Res,1.38,"135,000","FULL MARKET VALUE 135,000\r"
416.-1-5.4 ,260 Seasonal res,6.00,"130,000","FULL MARKET VALUE 130,000\r"
416.-1-7 ,210 1 Family Res,0.80,"160,000","FULL MARKET VALUE 160,000\r"
416.-1-8 ,210 1 Family Res,1.70,"101,200","FULL MARKET VALUE 101,200 FD112 Hancock Rural FD 10,120 TO\r"
416.-1-9 ,null,0.25,"45,000","FULL MARKET VALUE 45,000\r"
416.-1-10 ,210 1 Family Res,0.33,"72,000","FULL MARKET VALUE 72,000\r"
416.-1-11 ,210 1 Family Res,0.33,"50,000","FULL MARKET VALUE 50,000\r"
416.-1-12 ,null,0.15,"30,000","FULL MARKET VALUE 30,000\r"
416.-1-13.1 ,210 1 Family Res,13.00,"285,000","FULL MARKET VALUE 285,000\r"
416.-1-13.21 ,null,1.22,"150,000","FULL MARKET VALUE 150,000\r"
416.-1-13.22 ,314 Rural vac<10,9.37,"20,000","FULL MARKET VALUE 20,000\r"
416.-1-14 ,210 1 Family Res,2.00,"195,000","FULL MARKET VALUE 195,000\r"
416.-1-15 ,210 1 Family Res,2.00,"150,000","FULL MARKET VALUE 150,000\r"
416.-1-16.11 ,314 Rural vac<10,7.78,"25,000","FULL MARKET VALUE 25,000\r"
416.-1-16.12 ,null,92.02,"110,000","FULL MARKET VALUE 110,000\r"
416.-1-16.2 ,314 Rural vac<10,5.74,"80,000","FULL MARKET VALUE 80,000\r"
416.-1-17 ,null,165.30,"160,000","FULL MARKET VALUE 160,000\r"
416.-1-18 ,null,144.20,"140,000","FULL MARKET VALUE 140,000\r"
416.-1-20 ,null,225.30,"350,000","FULL MARKET VALUE 350,000\r"
416.-1-21 ,null,165.87,"120,000","FULL MARKET VALUE 120,000\r"
416.-1-22 ,210 1 Family Res,3.13,"195,000","FULL MARKET VALUE 195,000\r"
416.-1-23 ,null,32.80,"310,000","FULL MARKET VALUE 310,000\r"
416.-1-24 ,210 1 Family Res,5.10,"180,000","FULL MARKET VALUE 180,000 FD112 Hancock Rural FD 18,000 TO\r"
416.-1-25 ,210 1 Family Res,1.60,"190,000","FULL MARKET VALUE 190,000 FD112 Hancock Rural FD 19,000 TO\r"
416.-1-26.1 ,210 1 Family Res,7.39,"200,000","FULL MARKET VALUE 200,000\r"
416.-1-26.2 ,null,0.50,"150,000","FULL MARKET VALUE 150,000\r"
416.-1-27 ,210 1 Family Res,4.00,"88,000","FULL MARKET VALUE 88,000 FD112 Hancock Rural FD 8,800 TO\r"
416.-1-28.1 ,null,null,"100,000","FULL MARKET VALUE 100,000\r"
416.-1-28.2 ,210 1 Family Res,3.60,"100,000","FULL MARKET VALUE 100,000\r"
416.-1-29 ,210 1 Family Res,7.30,"210,000","FULL MARKET VALUE 210,000\r"
416.-1-30.1 ,null,22.06,"30,000","FULL MARKET VALUE 30,000\r"
416.-1-30.2 ,314 Rural vac<10,1.00,"8,000","FULL MARKET VALUE 8,000\r"
416.-1-30.31 ,null,13.20,"45,000","FULL MARKET VALUE 45,000\r"
416.-1-30.321 ,null,2.50,"45,000","FULL MARKET VALUE 45,000\r"
416.-1-30.33 ,null,3.50,"90,000","FULL MARKET VALUE 90,000\r"
416.-1-31 ,210 1 Family Res,0.50,"65,000","FULL MARKET VALUE 65,000\r"
416.-1-32 ,210 1 Family Res,0.67,"195,000","FULL MARKET VALUE 195,000\r"
416.-1-33.1 ,null,0.25,"20,000","FULL MARKET VALUE 20,000\r"
416.-1-33.2 ,314 Rural vac<10,null,"10,000","FULL MARKET VALUE 10,000\r"
416.-1-34.1 ,210 1 Family Res,2.82,"125,000","FULL MARKET VALUE 125,000\r"
416.-1-34.2 ,null,55.67,"100,000","FULL MARKET VALUE 100,000\r"
416.-1-34.3 ,210 1 Family Res,2.13,"115,000","FULL MARKET VALUE 115,000\r"
416.-1-35 ,null,315.00,"250,000","FULL MARKET VALUE 250,000\r"
416.-1-36 ,null,65.00,"100,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 100,000\r"
417.-1-1 ,null,82.40,"230,000","FULL MARKET VALUE 230,000\r"
417.-1-2 ,null,130.00,"130,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 130,000\r"
417.-1-3 ,314 Rural vac<10,0.50,"10,000","FULL MARKET VALUE 10,000\r"
417.-1-4 ,210 1 Family Res,0.68,"90,000","FULL MARKET VALUE 90,000\r"
417.-1-5 ,210 1 Family Res,0.50,"175,000","FULL MARKET VALUE 175,000\r"
417.-1-6 ,260 Seasonal res,null,"40,000","FULL MARKET VALUE 40,000\r"
417.-1-7.1 ,null,10.29,"126,500","FULL MARKET VALUE 126,500\r"
417.-1-11 ,null,0.25,"40,000","FULL MARKET VALUE 40,000\r"
417.-1-16 ,210 1 Family Res,24.40,"210,000","FULL MARKET VALUE 210,000\r"
417.-1-17 ,210 1 Family Res,1.50,"70,000","FULL MARKET VALUE 70,000\r"
417.-1-18 ,null,116.20,"150,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 150,000\r"
417.-1-19 ,210 1 Family Res,7.30,"180,000","FULL MARKET VALUE 180,000\r"
417.-1-21.1 ,null,11.98,"56,000","FULL MARKET VALUE 56,000\r"
417.-1-21.2 ,null,11.98,"25,000","FULL MARKET VALUE 25,000\r"
417.-1-21.3 ,null,6.72,"25,000","FULL MARKET VALUE 25,000\r"
417.-1-21.4 ,210 1 Family Res,6.90,"294,000","FULL MARKET VALUE 294,000\r"
417.-1-22.11 ,null,81.00,"100,000","FULL MARKET VALUE 100,000\r"
417.-1-22.12 ,210 1 Family Res,14.00,"85,000","FULL MARKET VALUE 85,000\r"
417.-1-22.14 ,314 Rural vac<10,7.00,"40,000","FULL MARKET VALUE 40,000\r"
417.-1-22.2 ,314 Rural vac<10,2.80,"20,000","FULL MARKET VALUE 20,000\r"
417.-1-24 ,null,142.31,"400,000","FULL MARKET VALUE 400,000\r"
417.-1-26 ,null,47.50,"490,000","FULL MARKET VALUE 490,000\r"
417.-1-27 ,323 Vacant rural,139.30,"80,000","FULL MARKET VALUE 80,000\r"
417.-1-28 ,null,109.50,"75,000","FULL MARKET VALUE 75,000\r"
417.-1-29 ,314 Rural vac<10,5.30,"25,000","FULL MARKET VALUE 25,000\r"
417.-1-30 ,null,109.09,"370,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 370,000 FD112 Hancock Rural FD 37,000 TO\r"
417.-1-31 ,210 1 Family Res,0.79,"125,000","FULL MARKET VALUE 125,000\r"
417.-1-32 ,210 1 Family Res,0.75,"120,000","FULL MARKET VALUE 120,000\r"
417.-1-33 ,null,0.50,"25,000","FULL MARKET VALUE 25,000\r"
417.-1-34.2 ,314 Rural vac<10,0.22,"15,000","FULL MARKET VALUE 15,000\r"
417.-1-35 ,210 1 Family Res,25.40,"175,000","FULL MARKET VALUE 175,000\r"
417.-1-36 ,210 1 Family Res,1.00,"180,000","FULL MARKET VALUE 180,000\r"
417.-1-37 ,null,146.70,"450,000","UNDER RPTL480A UNTIL 2023 FULL MARKET VALUE 450,000\r"
417.-1-38 ,null,1.30,"55,000","FULL MARKET VALUE 55,000 FD112 Hancock Rural FD 5,500 TO\r"
417.-1-39 ,323 Vacant rural,9.90,"20,000","FULL MARKET VALUE 20,000\r"
417.-1-40 ,null,18.40,"30,000","FULL MARKET VALUE 30,000\r"
417.-1-41 ,null,113.36,"100,000","FULL MARKET VALUE 100,000\r"
417.-1-42 ,null,75.00,"80,000","FULL MARKET VALUE 80,000\r"
417.-1-43 ,null,48.60,"70,000","FULL MARKET VALUE 70,000\r"
417.-1-44 ,210 1 Family Res,0.89,"147,000","FULL MARKET VALUE 147,000\r"
417.-1-45.1 ,null,21.40,"20,000","FULL MARKET VALUE 20,000\r"
417.-1-52 ,210 1 Family Res,23.94,"562,050","FULL MARKET VALUE 562,050\r"
417.4-1-1 ,210 1 Family Res,1.20,"140,000","FULL MARKET VALUE 140,000\r"
417.4-1-2 ,null,null,"25,000","Bennett Bruce FULL MARKET VALUE 25,000\r"
417.4-1-3 ,210 1 Family Res,0.50,"108,790","FULL MARKET VALUE 108,790\r"
417.4-1-4 ,210 1 Family Res,1.60,"200,000","FULL MARKET VALUE 200,000 LT409 Cadosia light 20,000 TO\r"
417.4-1-5 ,210 1 Family Res,0.50,"200,000","FULL MARKET VALUE 200,000\r"
417.4-1-6 ,210 1 Family Res,0.24,"100,000","FULL MARKET VALUE 100,000\r"
417.4-1-7 ,210 1 Family Res,0.25,"105,000","FULL MARKET VALUE 105,000\r"
417.4-1-8 ,null,1.40,"65,000","FULL MARKET VALUE 65,000\r"
417.4-1-9 ,210 1 Family Res,0.56,"150,000","FULL MARKET VALUE 150,000\r"
417.4-1-10 ,314 Rural vac<10,0.50,"10,000","FULL MARKET VALUE 10,000\r"
417.4-1-11.1 ,210 1 Family Res,null,"155,000","FULL MARKET VALUE 155,000\r"
417.4-1-12 ,314 Rural vac<10,0.50,"20,000","FULL MARKET VALUE 20,000\r"
417.4-1-13 ,314 Rural vac<10,1.00,"20,000","FULL MARKET VALUE 20,000\r"
417.4-1-14 ,314 Rural vac<10,null,"20,000","FULL MARKET VALUE 20,000\r"
417.4-1-16 ,210 1 Family Res,0.25,"75,000","FULL MARKET VALUE 75,000\r"
417.4-1-17 ,null,null,"150,000","FULL MARKET VALUE 150,000\r"
417.4-1-18 ,210 1 Family Res,0.33,"60,000","FULL MARKET VALUE 60,000\r"
417.4-1-19 ,210 1 Family Res,null,"100,000","FULL MARKET VALUE 100,000 LT409 Cadosia light 10,000 TO\r"
417.4-1-20 ,210 1 Family Res,0.25,"93,000","FULL MARKET VALUE 93,000\r"
417.4-1-21 ,210 1 Family Res,0.50,"135,000","FULL MARKET VALUE 135,000\r"
417.4-1-22 ,210 1 Family Res,0.25,"130,000","Schwartz Marc FULL MARKET VALUE 130,000\r"
417.4-1-23 ,210 1 Family Res,0.70,"120,000","FULL MARKET VALUE 120,000\r"
417.4-1-24 ,210 1 Family Res,1.56,"185,000","FULL MARKET VALUE 185,000\r"
417.4-1-25 ,null,1.80,"68,000","FULL MARKET VALUE 68,000\r"
417.4-1-26 ,null,1.87,"150,000","FULL MARKET VALUE 150,000\r"
417.4-1-27 ,210 1 Family Res,2.50,"220,000","FULL MARKET VALUE 220,000 LT409 Cadosia light 22,000 TO\r"
417.4-1-29 ,210 1 Family Res,4.20,"190,000","FULL MARKET VALUE 190,000 LT409 Cadosia light 19,000 TO\r"
417.4-1-32 ,210 1 Family Res,null,"90,000","FULL MARKET VALUE 90,000\r"
417.4-1-34.1 ,210 1 Family Res,0.26,"50,000","FULL MARKET VALUE 50,000\r"
417.4-1-34.2 ,210 1 Family Res,0.22,"50,000","FULL MARKET VALUE 50,000\r"
417.4-1-35 ,210 1 Family Res,0.38,"95,000","FULL MARKET VALUE 95,000\r"
417.4-1-36 ,210 1 Family Res,null,"80,000","FULL MARKET VALUE 80,000 LT409 Cadosia light 8,000 TO\r"
417.4-1-37 ,210 1 Family Res,0.13,"55,000","FULL MARKET VALUE 55,000 LT409 Cadosia light 5,500 TO\r"
417.4-1-38 ,210 1 Family Res,0.25,"60,000","FULL MARKET VALUE 60,000\r"
417.4-1-39 ,null,0.50,"120,000","FULL MARKET VALUE 120,000\r"
417.4-1-41 ,210 1 Family Res,0.25,"150,000","FULL MARKET VALUE 150,000\r"
417.4-1-42 ,314 Rural vac<10,0.64,"5,000","FULL MARKET VALUE 5,000\r"
418.-1-3 ,210 1 Family Res,230.00,"500,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 500,000\r"
418.-1-4 ,null,43.00,"40,000","FULL MARKET VALUE 40,000\r"
418.-1-5.1 ,260 Seasonal res,180.00,"280,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 280,000\r"
418.-1-5.2 ,210 1 Family Res,2.70,"140,000","FULL MARKET VALUE 140,000\r"
418.-1-6.11 ,null,44.94,"335,000","FULL MARKET VALUE 335,000\r"
418.-1-6.12 ,314 Rural vac<10,1.73,"15,000","FULL MARKET VALUE 15,000\r"
418.-1-6.21 ,null,26.50,"55,000","FULL MARKET VALUE 55,000\r"
418.-1-6.22 ,260 Seasonal res,2.00,"35,000","FULL MARKET VALUE 35,000\r"
418.-1-6.31 ,null,1.08,"35,000","FULL MARKET VALUE 35,000\r"
418.-1-6.32 ,null,17.50,"15,000","FULL MARKET VALUE 15,000\r"
418.-1-6.4 ,null,19.00,"40,000","FULL MARKET VALUE 40,000\r"
418.-1-6.5 ,314 Rural vac<10,1.00,"15,000","FULL MARKET VALUE 15,000\r"
418.-1-7 ,null,119.98,"150,000","FULL MARKET VALUE 150,000\r"
418.-1-8 ,null,12.56,"300,000","FULL MARKET VALUE 300,000\r"
418.-1-9.1 ,null,32.45,"65,000","FULL MARKET VALUE 65,000\r"
418.-1-9.2 ,210 1 Family Res,5.08,"200,000","FULL MARKET VALUE 200,000\r"
418.-1-10.111 ,null,70.50,"270,000","FULL MARKET VALUE 270,000\r"
418.-1-10.112 ,null,10.01,"45,500","FULL MARKET VALUE 45,500\r"
418.-1-10.121 ,null,5.10,"540,000","FULL MARKET VALUE 540,000\r"
418.-1-10.122 ,null,45.58,"90,000","FULL MARKET VALUE 90,000\r"
418.-1-10.2 ,210 1 Family Res,5.10,"145,000","FULL MARKET VALUE 145,000\r"
418.-1-10.3 ,210 1 Family Res,5.10,"160,000","FULL MARKET VALUE 160,000\r"
418.-1-11.1 ,null,14.43,"1960,000","FULL MARKET VALUE 1960,000\r"
418.-1-12 ,null,76.00,"220,000","FULL MARKET VALUE 220,000\r"
418.-1-13 ,260 Seasonal res,265.75,"270,000","FULL MARKET VALUE 270,000\r"
418.-1-14.1 ,260 Seasonal res,48.10,"160,000","FULL MARKET VALUE 160,000\r"
418.-1-14.2 ,210 1 Family Res,1.90,"60,000","FULL MARKET VALUE 60,000\r"
419.-1-1.2 ,260 Seasonal res,10.00,"60,000","FULL MARKET VALUE 60,000\r"
419.-1-1.3 ,null,20.00,"60,000","FULL MARKET VALUE 60,000\r"
419.-1-1.4 ,314 Rural vac<10,10.00,"40,000","FULL MARKET VALUE 40,000\r"
419.-1-1.5 ,null,20.00,"60,000","FULL MARKET VALUE 60,000\r"
419.-1-4.11 ,314 Rural vac<10,6.87,"25,000","FULL MARKET VALUE 25,000\r"
419.-1-4.13 ,210 1 Family Res,6.86,"173,000","FULL MARKET VALUE 173,000\r"
419.-1-5 ,null,0.25,"50,000","FULL MARKET VALUE 50,000\r"
419.-1-6 ,314 Rural vac<10,0.25,"7,000","FULL MARKET VALUE 7,000\r"
419.-1-7 ,210 1 Family Res,0.25,"80,000","FULL MARKET VALUE 80,000\r"
419.-1-8 ,null,1.00,"20,000","FULL MARKET VALUE 20,000\r"
419.-1-9 ,314 Rural vac<10,0.25,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-10 ,null,52.50,"120,000","FULL MARKET VALUE 120,000\r"
419.-1-11.1 ,260 Seasonal res - WTRFNT,48.50,"85,000","FULL MARKET VALUE 85,000\r"
419.-1-11.3 ,null,8.53,"300,000","FULL MARKET VALUE 300,000\r"
419.-1-12 ,314 Rural vac<10,1.00,"20,000","FULL MARKET VALUE 20,000\r"
419.-1-13 ,null,103.81,"100,000","FULL MARKET VALUE 100,000\r"
419.-1-14 ,314 Rural vac<10,4.81,"20,000","FULL MARKET VALUE 20,000\r"
419.-1-15.1 ,314 Rural vac<10,2.64,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-15.2 ,314 Rural vac<10,2.44,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-15.3 ,314 Rural vac<10,2.65,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-16 ,314 Rural vac<10,2.41,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-19 ,314 Rural vac<10,1.90,"10,000","FULL MARKET VALUE 10,000\r"
419.-1-20 ,260 Seasonal res,1.97,"140,000","FULL MARKET VALUE 140,000\r"
419.-1-21.11 ,314 Rural vac<10,4.84,"25,000","FULL MARKET VALUE 25,000\r"
419.-1-21.121 ,314 Rural vac<10,1.72,"20,000","FULL MARKET VALUE 20,000\r"
419.-1-21.122 ,314 Rural vac<10,2.32,"20,000","FULL MARKET VALUE 20,000\r"
419.-1-21.13 ,314 Rural vac<10,5.30,"40,000","FULL MARKET VALUE 40,000\r"
419.-1-21.3 ,323 Vacant rural,8.19,"40,000","FULL MARKET VALUE 40,000\r"
419.-1-22 ,210 1 Family Res,6.73,"255,000","FULL MARKET VALUE 255,000\r"
419.-1-23 ,null,9.89,"105,000","FULL MARKET VALUE 105,000\r"
419.-1-24 ,null,21.80,"320,000","FULL MARKET VALUE 320,000\r"
419.-1-25 ,210 1 Family Res,17.13,"264,000","FULL MARKET VALUE 264,000\r"
419.-1-26.1 ,null,313.32,"360,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 360,000\r"
419.-1-26.2 ,323 Vacant rural,16.80,"30,000","FULL MARKET VALUE 30,000\r"
419.-1-27 ,210 1 Family Res,1.00,"230,000","FULL MARKET VALUE 230,000 FD113 E.branch fd 23,000 TO\r"
419.-1-29.1 ,null,37.50,"230,000","FULL MARKET VALUE 230,000\r"
